object_id,title,agency,kind,sozd_bill,regulation_project,regulation_npa_id,pravo_eo,pp_number,fz_number,news_count,n_events,event_types,first_date,last_date,last_stage,last_event,links
npa_regulation_project_170756,"О внесении изменений в некоторые акты Правительства 
Российской Федерации","Госкорпорация ""Росатом""",,,170756,,,,,1,2,draft | discussion,2026-09-02T09:24:09.647Z,2026-09-17T09:24:09.662Z,Текст,"Публичное обсуждение: О внесении изменений в некоторые акты Правительства 
Российской Федерации",https://regulation.gov.ru/projects/170756/
npa_regulation_project_170753,"Об утверждении формы оценочного листа, в соответствии с которым Федеральной службой по надзору в сфере природопользования проводится оценка соответствия соискателя лицензии (лицензиата) лицензионным требованиям при лицензировании деятельности 
по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I-IV классов опасности 
(за исключением случаев, если сбор отходов I-IV классов
опасности осуществляется не по месту их обработки, и (или) утилизации, и (или) обезвреживания, и (или) размещения)",Росприроднадзор,,,170753,,,,,1,2,draft | discussion,2026-09-02T06:58:26.481Z,2026-09-17T06:58:26.494Z,Текст,"Публичное обсуждение: Об утверждении формы оценочного листа, в соответствии с которым Федеральной службой по надзору в сфере природопользования проводится оценка соответствия соискателя лицензии (лицензиата) лицензионным требованиям при лицензировании деятельности 
по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I-IV классов опасности 
(за исключением случаев, если сбор отходов I-IV классов
опасности осуществляется не по месту их обработки, и (или) утилизации, и (или) обезвреживания, и (или) размещения)",https://regulation.gov.ru/projects/170753/
npa_regulation_project_170739,Об утверждении порядка проведения профилактического медицинского осмотра и диспансеризации определенных групп взрослого населения,Минздрав России,,,170739,,,,,1,2,draft | discussion,2026-09-02T18:05:07.458Z,2026-09-16T18:05:07.471Z,Текст,Публичное обсуждение: Об утверждении порядка проведения профилактического медицинского осмотра и диспансеризации определенных групп взрослого населения,https://regulation.gov.ru/projects/170739/
npa_regulation_project_170751,"Об утверждении Единой всероссийской спортивной классификации (виды спорта, включенные в программу Олимпийских зимних игр)",Минспорт России,,,170751,,,,,1,2,draft | discussion,2026-09-01T17:18:17.294Z,2026-09-16T17:18:17.303Z,Уведомление,"Публичное обсуждение: Об утверждении Единой всероссийской спортивной классификации (виды спорта, включенные в программу Олимпийских зимних игр)",https://regulation.gov.ru/projects/170751/
npa_regulation_project_170750,Об определении стоимости путевки и установлении размера платы за санаторно-курортное лечение в медицинских организациях (санаторно-курортных организациях) Федеральной службы исполнения наказаний и внесении изменений в приложение к приказу ФСИН России от 10 февраля 2026 г. № 50,ФСИН России,,,170750,,,,,1,2,draft | discussion,2026-09-01T16:46:11.471Z,2026-09-16T16:46:11.486Z,Текст,Публичное обсуждение: Об определении стоимости путевки и установлении размера платы за санаторно-курортное лечение в медицинских организациях (санаторно-курортных организациях) Федеральной службы исполнения наказаний и внесении изменений в приложение к приказу ФСИН России от 10 февраля 2026 г. № 50,https://regulation.gov.ru/projects/170750/
npa_regulation_project_170749,О внесении изменений в Земельный кодекс Российской Федерации,Росреестр,,,170749,,,,,1,2,draft | discussion,2026-09-01T16:38:13.497Z,2026-09-16T16:38:13.513Z,Текст,Публичное обсуждение: О внесении изменений в Земельный кодекс Российской Федерации,https://regulation.gov.ru/projects/170749/
npa_regulation_project_170743,"приказ Минсельхоза России !О внесении изменений в Ветеринарные правила осуществления профилактических, диагностических, ограничительных и иных мероприятий, установления и отмены карантина и иных ограничений, направленных на предотвращение распространения и ликвидацию очагов ящура, утвержденные приказом Минсельхоза России
от 24 марта 2021 г. № 157""",Минсельхоз России,,,170743,,,,,1,2,draft | discussion,2026-09-01T14:39:35.477Z,2026-09-16T14:39:35.49Z,Текст,"Публичное обсуждение: приказ Минсельхоза России !О внесении изменений в Ветеринарные правила осуществления профилактических, диагностических, ограничительных и иных мероприятий, установления и отмены карантина и иных ограничений, направленных на предотвращение распространения и ликвидацию очагов ящура, утвержденные приказом Минсельхоза России
от 24 марта 2021 г. № 157""",https://regulation.gov.ru/projects/170743/
npa_regulation_project_170742,"Проект приказа Минсельхоза России «Об утверждении Порядка формирования и ведения перечня растений, в отношении которых до 1 сентября 2032 года допускается использование пестицидов, зарегистрированных  до 1 сентября 2027 года, а также критериев включения растений в указанный перечень»",Минсельхоз России,,,170742,,,,,2,4,draft | discussion,2026-09-01T14:31:56.464Z,2026-09-16T14:35:45.514Z,Текст,"Публичное обсуждение: Проект приказа Минсельхоза России «Об утверждении Порядка формирования и ведения перечня растений, в отношении которых до 1 сентября 2032 года допускается использование пестицидов, зарегистрированных  до 1 сентября 2027 года, а также критериев включения растений в указанный перечень»",https://regulation.gov.ru/projects/170742/ | https://regulation.gov.ru/projects/170741/
npa_regulation_project_170740,"приказ Минсельхоза России ""О внесении изменений в Ветеринарные правила осуществления профилактических, диагностических, ограничительных и иных мероприятий, установления и отмены карантина и иных ограничений, направленных на предотвращение распространения и ликвидацию очагов бруцеллеза (включая инфекционный эпидидимит баранов), утвержденные приказом Минсельхоза России от 22 ноября 2024 г. № 703""",Минсельхоз России,,,170740,,,,,1,2,draft | discussion,2026-09-01T14:33:54.071Z,2026-09-16T14:33:54.085Z,Текст,"Публичное обсуждение: приказ Минсельхоза России ""О внесении изменений в Ветеринарные правила осуществления профилактических, диагностических, ограничительных и иных мероприятий, установления и отмены карантина и иных ограничений, направленных на предотвращение распространения и ликвидацию очагов бруцеллеза (включая инфекционный эпидидимит баранов), утвержденные приказом Минсельхоза России от 22 ноября 2024 г. № 703""",https://regulation.gov.ru/projects/170740/
npa_regulation_project_170738,"Об утверждении состава сведений, указанных в пункте 310 части 1 статьи 5 Федерального закона от 28.12.2009 № 381-ФЗ «Об основах государственного регулирования торговой деятельности в Российской Федерации», порядка их предоставления, в том числе в электронной форме, Федеральной налоговой службой федеральным органам исполнительной власти, перечень которых утверждается Правительством Российской Федерации",ФНС России,,,170738,,,,,1,2,draft | discussion,2026-09-01T14:11:03.058Z,2026-09-16T14:11:03.074Z,Текст,"Публичное обсуждение: Об утверждении состава сведений, указанных в пункте 310 части 1 статьи 5 Федерального закона от 28.12.2009 № 381-ФЗ «Об основах государственного регулирования торговой деятельности в Российской Федерации», порядка их предоставления, в том числе в электронной форме, Федеральной налоговой службой федеральным органам исполнительной власти, перечень которых утверждается Правительством Российской Федерации",https://regulation.gov.ru/projects/170738/
npa_regulation_project_170737,"О внесении изменений в Положение о порядке, способах и формах предоставления сведений, содержащихся в государственном адресном реестре, органам государственной власти, органам местного самоуправления, физическим и юридическим лицам, в том числе посредством обеспечения доступа к федеральной информационной адресной системе, утвержденное приказом Министерства финансов Российской Федерации от 14 сентября 2020 г. № 193н",Минфин России,,,170737,,,,,1,2,draft | discussion,2026-09-01T13:33:53.943Z,2026-09-16T13:33:53.958Z,Текст,"Публичное обсуждение: О внесении изменений в Положение о порядке, способах и формах предоставления сведений, содержащихся в государственном адресном реестре, органам государственной власти, органам местного самоуправления, физическим и юридическим лицам, в том числе посредством обеспечения доступа к федеральной информационной адресной системе, утвержденное приказом Министерства финансов Российской Федерации от 14 сентября 2020 г. № 193н",https://regulation.gov.ru/projects/170737/
npa_regulation_project_170736,"О внесении изменения в пункт 2 приказа Минюста России от 02.02.2016 № 19 «Об утверждении Порядка принятия почетных и специальных званий (кроме научных), наград иностранных государств, международных организаций, политических партий, иных общественных объединений, в том числе религиозных, и других организаций федеральными государственными гражданскими служащими, замещающими отдельные должности в Минюсте России и его территориальных органах»",Минюст России,,,170736,,,,,1,2,draft | discussion,2026-09-01T12:50:44.454Z,2026-09-16T12:50:44.466Z,Текст,"Публичное обсуждение: О внесении изменения в пункт 2 приказа Минюста России от 02.02.2016 № 19 «Об утверждении Порядка принятия почетных и специальных званий (кроме научных), наград иностранных государств, международных организаций, политических партий, иных общественных объединений, в том числе религиозных, и других организаций федеральными государственными гражданскими служащими, замещающими отдельные должности в Минюсте России и его территориальных органах»",https://regulation.gov.ru/projects/170736/
npa_regulation_project_170735,О внесении изменений в некоторые акты Правительства Российской Федерации,Минюст России,,,170735,,,,,1,2,draft | discussion,2026-09-01T12:45:06.258Z,2026-09-16T12:45:06.272Z,Текст,Публичное обсуждение: О внесении изменений в некоторые акты Правительства Российской Федерации,https://regulation.gov.ru/projects/170735/
npa_regulation_project_170733,"О внесении изменений 
в некоторые акты Правительства Российской Федерации",Минстрой России,,,170733,,,,,1,2,draft | discussion,2026-09-01T12:20:54.551Z,2026-09-16T12:20:54.567Z,Текст,"Публичное обсуждение: О внесении изменений 
в некоторые акты Правительства Российской Федерации",https://regulation.gov.ru/projects/170733/
npa_regulation_project_170732,Внесение изменений Федеральный закон,МЧС России,,,170732,,,,,1,2,draft | discussion,2026-09-01T12:01:08.999Z,2026-09-16T12:01:09.012Z,Текст,Публичное обсуждение: Внесение изменений Федеральный закон,https://regulation.gov.ru/projects/170732/
npa_regulation_project_170731,О внесении изменений в постановление Правительства Российской Федерации от 17 июня 2004 г. № 294,Минпромторг России,,,170731,,,,,1,2,draft | discussion,2026-09-01T10:56:28.334Z,2026-09-16T10:56:28.354Z,Текст,Публичное обсуждение: О внесении изменений в постановление Правительства Российской Федерации от 17 июня 2004 г. № 294,https://regulation.gov.ru/projects/170731/
npa_regulation_project_170730,"О распространении на работников, замещающих отдельные должности на основании трудового договора 
в организациях, создаваемых для выполнения задач, поставленных перед Министерством иностранных дел Российской Федерации, ограничений, запретов и обязанностей, установленных для федеральных государственных гражданских служащих",МИД России,,,170730,,,,,1,2,draft | discussion,2026-09-01T10:46:15.838Z,2026-09-16T10:46:15.85Z,Текст,"Публичное обсуждение: О распространении на работников, замещающих отдельные должности на основании трудового договора 
в организациях, создаваемых для выполнения задач, поставленных перед Министерством иностранных дел Российской Федерации, ограничений, запретов и обязанностей, установленных для федеральных государственных гражданских служащих",https://regulation.gov.ru/projects/170730/
npa_regulation_project_170728,"О внесении изменений в приложение № 1 к приказу Министерства просвещения Российской Федерации от 22 июня 2026 г. № 436
«Об утверждении федерального перечня учебников, допущенных 
к использованию при реализации имеющих государственную аккредитацию образовательных программ начального общего, основного общего, среднего общего образования организациями, осуществляющими образовательную деятельность, и установлении предельного срока использования исключенных учебников и разработанных в комплекте с ними учебных пособий",Минпросвещения России,,,170728,,,,,1,2,draft | discussion,2026-09-01T10:12:27.501Z,2026-09-16T10:12:27.514Z,Текст,"Публичное обсуждение: О внесении изменений в приложение № 1 к приказу Министерства просвещения Российской Федерации от 22 июня 2026 г. № 436
«Об утверждении федерального перечня учебников, допущенных 
к использованию при реализации имеющих государственную аккредитацию образовательных программ начального общего, основного общего, среднего общего образования организациями, осуществляющими образовательную деятельность, и установлении предельного срока использования исключенных учебников и разработанных в комплекте с ними учебных пособий",https://regulation.gov.ru/projects/170728/
npa_regulation_project_170727,О признании утратившим силу постановления Правительства Российской Федерации от 29 декабря 2020 г. № 2328,Минэкономразвития России,,,170727,,,,,1,2,draft | discussion,2026-09-01T09:28:47.906Z,2026-09-16T09:28:47.92Z,Текст,Публичное обсуждение: О признании утратившим силу постановления Правительства Российской Федерации от 29 декабря 2020 г. № 2328,https://regulation.gov.ru/projects/170727/
npa_regulation_project_170725,"О признании утратившим силу приказа Министерства культуры Российской Федерации от 13 августа 2025 г. № 1455 «Об установлении порядка подготовки и согласования проектной документации 
на проведение работ по сохранению объекта культурного наследия (памятника истории и культуры) народов Российской Федерации, включенного в единый государственный реестр объектов культурного наследия (памятников истории и культуры) народов Российской Федерации, или выявленного объекта культурного наследия (памятника истории и культуры) народов Российской Федерации»",Минкультуры России,,,170725,,,,,1,2,draft | discussion,2026-09-01T08:56:29.214Z,2026-09-16T08:56:29.226Z,Текст,"Публичное обсуждение: О признании утратившим силу приказа Министерства культуры Российской Федерации от 13 августа 2025 г. № 1455 «Об установлении порядка подготовки и согласования проектной документации 
на проведение работ по сохранению объекта культурного наследия (памятника истории и культуры) народов Российской Федерации, включенного в единый государственный реестр объектов культурного наследия (памятников истории и культуры) народов Российской Федерации, или выявленного объекта культурного наследия (памятника истории и культуры) народов Российской Федерации»",https://regulation.gov.ru/projects/170725/
npa_regulation_project_170722,"Проект приказа МЧС России ""Об утверждении Порядка обеспечения жилыми помещениями специализированного жилищного фонда военнослужащих органов государственной охраны, выполняющих задачи по обеспечению организации и функционирования связи для нужд органов государственной власти, и проживающих совместно с ними членов их семей, на объектах Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий, и проживающих совместно с ними членов их семей, а также Перечня указанных объектов Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий""",МЧС России,,,170722,,,,,1,2,draft | discussion,2026-09-01T07:38:45.967Z,2026-09-16T07:38:45.977Z,Уведомление,"Публичное обсуждение: Проект приказа МЧС России ""Об утверждении Порядка обеспечения жилыми помещениями специализированного жилищного фонда военнослужащих органов государственной охраны, выполняющих задачи по обеспечению организации и функционирования связи для нужд органов государственной власти, и проживающих совместно с ними членов их семей, на объектах Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий, и проживающих совместно с ними членов их семей, а также Перечня указанных объектов Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий""",https://regulation.gov.ru/projects/170722/
npa_regulation_project_170723,"Приказ Минтранса России ""Об открытии морского грузо-пассажирского постоянного многостороннего пункта пропуска через государственную границу Российской Федерации в морском порту
Усть-Луга (Ленинградская область) в границах территории Универсального морского терминала генеральных 
и навалочных грузов ООО «Ультрамар» и о внесении изменения  в пределы морского грузо-пассажирского постоянного многостороннего пункта пропуска через государственную границу Российской Федерации в морском порту  Усть-Луга (Ленинградская область), утвержденные приказом Министерства транспорта Российской Федерации от 4 мая 2018 г. № 178""",Минтранс России,,,170723,,,,,1,2,draft | discussion,2026-09-01T07:37:18.194Z,2026-09-16T07:37:18.208Z,Текст,"Публичное обсуждение: Приказ Минтранса России ""Об открытии морского грузо-пассажирского постоянного многостороннего пункта пропуска через государственную границу Российской Федерации в морском порту
Усть-Луга (Ленинградская область) в границах территории Универсального морского терминала генеральных 
и навалочных грузов ООО «Ультрамар» и о внесении изменения  в пределы морского грузо-пассажирского постоянного многостороннего пункта пропуска через государственную границу Российской Федерации в морском порту  Усть-Луга (Ленинградская область), утвержденные приказом Министерства транспорта Российской Федерации от 4 мая 2018 г. № 178""",https://regulation.gov.ru/projects/170723/
npa_regulation_project_170719,"О внесении изменений в приложения № 1 и № 2 к приказу 
Министерства сельского хозяйства Российской Федерации 
от 1 марта 2019 г. № 87",Минсельхоз России,,,170719,,,,,1,2,draft | discussion,2026-09-01T06:47:36.717Z,2026-09-16T06:47:36.731Z,Текст,"Публичное обсуждение: О внесении изменений в приложения № 1 и № 2 к приказу 
Министерства сельского хозяйства Российской Федерации 
от 1 марта 2019 г. № 87",https://regulation.gov.ru/projects/170719/
npa_regulation_project_170690,Об особенностях правового регулирования в сфере осуществления социальной защиты (поддержки) отдельных категорий граждан и особенностях осуществления обязательного социального страхования от несчастных случаев на производстве и профессиональных заболеваний,Минтруд России,,,170690,,,,,1,2,draft | discussion,2026-09-01T06:10:52.455Z,2026-09-16T06:10:52.469Z,Текст,Публичное обсуждение: Об особенностях правового регулирования в сфере осуществления социальной защиты (поддержки) отдельных категорий граждан и особенностях осуществления обязательного социального страхования от несчастных случаев на производстве и профессиональных заболеваний,https://regulation.gov.ru/projects/170690/
npa_regulation_project_170714,"Об утверждении Порядка и сроков проведения проверки по факту наличия или отсутствия предусмотренных пунктом 13 статьи 13, подпунктами 6 и 7 пункта 22 статьи 13.3, подпунктами 2 и 3 пункта 9.1 статьи 18 Федерального закона от 25 июля 2002 г. № 115-ФЗ «О правовом положении иностранных граждан в Российской Федерации» дохода, уровня дохода иностранного гражданина или лица без гражданства, осуществляющих трудовую деятельность на территории Российской Федерации",МВД России,,,170714,,,,,1,2,draft | discussion,2026-08-31T17:14:09.306Z,2026-09-15T17:14:09.321Z,Текст,"Публичное обсуждение: Об утверждении Порядка и сроков проведения проверки по факту наличия или отсутствия предусмотренных пунктом 13 статьи 13, подпунктами 6 и 7 пункта 22 статьи 13.3, подпунктами 2 и 3 пункта 9.1 статьи 18 Федерального закона от 25 июля 2002 г. № 115-ФЗ «О правовом положении иностранных граждан в Российской Федерации» дохода, уровня дохода иностранного гражданина или лица без гражданства, осуществляющих трудовую деятельность на территории Российской Федерации",https://regulation.gov.ru/projects/170714/
npa_regulation_project_170712,"О внесении изменения в пункт 2 Порядка размещения информации об исполнителях государственных (муниципальных) услуг в социальной сфере, о результатах мониторинга достижения результатов оказания государственных (муниципальных) услуг в социальной сфере, оценки исполнителя государственных (муниципальных) услуг в социальной сфере на официальном сайте для размещения информации о государственных и муниципальных учреждениях в информационно-телекоммуникационной сети «Интернет», утвержденного приказом Министерства финансов Российской Федерации от 19 мая 2025 г. № 60н",Минфин России,,,170712,,,,,1,2,draft | discussion,2026-08-31T15:41:41.935Z,2026-09-15T15:41:41.95Z,Текст,"Публичное обсуждение: О внесении изменения в пункт 2 Порядка размещения информации об исполнителях государственных (муниципальных) услуг в социальной сфере, о результатах мониторинга достижения результатов оказания государственных (муниципальных) услуг в социальной сфере, оценки исполнителя государственных (муниципальных) услуг в социальной сфере на официальном сайте для размещения информации о государственных и муниципальных учреждениях в информационно-телекоммуникационной сети «Интернет», утвержденного приказом Министерства финансов Российской Федерации от 19 мая 2025 г. № 60н",https://regulation.gov.ru/projects/170712/
npa_regulation_project_170710,"Об утверждении порядка уведомления  представителя нанимателя федеральными государственными гражданскими служащими 
Федеральной службы по военно-техническому сотрудничеству 
о фактах обращения в целях склонения к совершению 
коррупционных правонарушений, регистрации таких уведомлений 
и организации проверки содержащихся в них сведений",ФСВТС России,,,170710,,,,,1,2,draft | discussion,2026-08-31T15:16:02.677Z,2026-09-15T15:16:02.696Z,Текст,"Публичное обсуждение: Об утверждении порядка уведомления  представителя нанимателя федеральными государственными гражданскими служащими 
Федеральной службы по военно-техническому сотрудничеству 
о фактах обращения в целях склонения к совершению 
коррупционных правонарушений, регистрации таких уведомлений 
и организации проверки содержащихся в них сведений",https://regulation.gov.ru/projects/170710/
npa_regulation_project_170709,"Об утверждении порядка уведомления представителя нанимателя федеральными государственными гражданскими служащими Федеральной службы по военно-техническому сотрудничеству 
о возникновении личной заинтересованности при исполнении должностных обязанностей, которая приводит или может привести к конфликту интересов",ФСВТС России,,,170709,,,,,1,2,draft | discussion,2026-08-31T15:08:28.859Z,2026-09-15T15:08:28.874Z,Текст,"Публичное обсуждение: Об утверждении порядка уведомления представителя нанимателя федеральными государственными гражданскими служащими Федеральной службы по военно-техническому сотрудничеству 
о возникновении личной заинтересованности при исполнении должностных обязанностей, которая приводит или может привести к конфликту интересов",https://regulation.gov.ru/projects/170709/
npa_regulation_project_170705,"О внесении изменений в постановление Правительства
Российской Федерации от 5 октября 2016 г. № 1003",Минсельхоз России,,,170705,,,,,1,2,draft | discussion,2026-08-31T15:04:25.479Z,2026-09-15T15:04:25.492Z,Текст,"Публичное обсуждение: О внесении изменений в постановление Правительства
Российской Федерации от 5 октября 2016 г. № 1003",https://regulation.gov.ru/projects/170705/
npa_regulation_project_170708,"Об утверждении Административного регламента Министерства сельского хозяйства Российской Федерации по предоставлению государственной услуги «Внесение сведений о некоммерческой организации в государственный реестр саморегулируемых организаций ревизионных союзов сельскохозяйственных кооперативов, исключение сведений о саморегулируемой организации ревизионных союзов сельскохозяйственных кооперативов из государственного реестра саморегулируемых организаций ревизионных союзов сельскохозяйственных кооперативов, а также предоставление сведений, содержащихся в указанном реестре»",Минсельхоз России,,,170708,,,,,1,2,draft | discussion,2026-08-31T15:00:11.235Z,2026-09-15T15:00:11.249Z,Текст,"Публичное обсуждение: Об утверждении Административного регламента Министерства сельского хозяйства Российской Федерации по предоставлению государственной услуги «Внесение сведений о некоммерческой организации в государственный реестр саморегулируемых организаций ревизионных союзов сельскохозяйственных кооперативов, исключение сведений о саморегулируемой организации ревизионных союзов сельскохозяйственных кооперативов из государственного реестра саморегулируемых организаций ревизионных союзов сельскохозяйственных кооперативов, а также предоставление сведений, содержащихся в указанном реестре»",https://regulation.gov.ru/projects/170708/
npa_regulation_project_170704,"О внесении изменений в Порядок предоставления жилых помещений жилищного фонда Российской Федерации по договору социального найма в органах внутренних дел Российской Федерации, утвержденный приказом
МВД России от 9 июня 2022 г. № 405",МВД России,,,170704,,,,,1,2,draft | discussion,2026-08-31T14:56:12.506Z,2026-09-15T14:56:12.516Z,Уведомление,"Публичное обсуждение: О внесении изменений в Порядок предоставления жилых помещений жилищного фонда Российской Федерации по договору социального найма в органах внутренних дел Российской Федерации, утвержденный приказом
МВД России от 9 июня 2022 г. № 405",https://regulation.gov.ru/projects/170704/
npa_regulation_project_170702,"О внесении изменений в приказы Федеральной службы государственной регистрации, кадастра и картографии от 28 октября 2021 г. № П/0487 и от 24 ноября 2021 г. № П/0539",Росреестр,,,170702,,,,,1,2,draft | discussion,2026-08-31T14:28:19.06Z,2026-09-15T14:28:19.074Z,Текст,"Публичное обсуждение: О внесении изменений в приказы Федеральной службы государственной регистрации, кадастра и картографии от 28 октября 2021 г. № П/0487 и от 24 ноября 2021 г. № П/0539",https://regulation.gov.ru/projects/170702/
npa_regulation_project_170701,"Об утверждении Положения о выплате премий победителям национального чемпионата по профессиональному мастерству среди инвалидов и лиц с ограниченными возможностями здоровья ""Абилимпикс"" и чемпионата по профессиональному мастерству среди участников специальной военной операции, являющихся инвалидами",Минпросвещения России,,,170701,,,,,1,2,draft | discussion,2026-08-31T14:07:36.146Z,2026-09-15T14:07:36.16Z,Текст,"Публичное обсуждение: Об утверждении Положения о выплате премий победителям национального чемпионата по профессиональному мастерству среди инвалидов и лиц с ограниченными возможностями здоровья ""Абилимпикс"" и чемпионата по профессиональному мастерству среди участников специальной военной операции, являющихся инвалидами",https://regulation.gov.ru/projects/170701/
